SubRankRef,bill_type,CumSServ,Postal,IntrDate,house_passage,Private,summary,introduced_date,DW1,PassS,Delegate,cosponsors_by_party,actions,active,title,Minor,PLawDate,committee_codes,URL,summary_short,BillNum,Gender,CumHServ,District,MRef,cosponsors,presidential_statements,vetoed,short_title,sponsor,latest_major_action_date,PLaw,PassH,last_vote,congressdotgov_url,Major_desc,sponsor_title,Cong,Majority,ComC,MemberID,Title,Mult,withdrawn_cosponsors,congress,bill,versions,votes,enacted,house_passage_vote,sponsor_id,senate_passage_vote,Chamber,primary_subject,gpo_pdf_uri,govtrack_url,latest_major_action,BillType,NameLast,subcommittee_codes,idx,ReportH,RankRef,cbo_estimate_url,Veto,NameFirst,FrstConH,PLawNum,ImpBill,bill_id,State,SubChRef,Party,Class,NameFull,bill_uri,ReportS,committees,ComR,ChRef,sponsor_party,FrstConS,Minor_desc,number,BillID,sponsor_uri,senate_passage,Cosponsr,MultNo,Major,PooleID,bill_slug,sponsor_state
0.0,hjres,0.0,MD,2013-02-06,,0,"Constitutional Amendment - States that nothing in the U.S. Constitution shall prohibit Congress and the states from imposing content-neutral regulations and restrictions on the expenditure of funds for political activity by any corporation, limited liability company, or other corporate entity, including but not limited to contributions in support of, or in opposition to, a candidate for public office. ",2013-02-06,"-0,551",0,0,{'D': 54},"[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-02-28', 'description': 'Referred to the Subcommittee on the Constitution And Civil Justice.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-02-06', 'description': 'Referred to the House Committee on the Judiciary.'}]",False,Proposing an amendment to the Constitution of the United States to clarify the authority of Congress and the States to regulate the expenditure of funds for political activity by corporations.,,,['HSJU'],https://www.congress.gov/bill/113th-congress/house-joint-resolution/25,"Constitutional Amendment - States that nothing in the U.S. Constitution shall prohibit Congress and the states from imposing content-neutral regulations and restrictions on the expenditure of funds for political activity by any corporation, limited liability company, or other corporate entity, including but not limited to contributions in support of, or in opposition to, a candidate for public office. ",25,1,2389.0,4.0,0,53,[],,Proposing an amendment to the Constitution of the United States to clarify the authority of Congress and the States to regulate the expenditure of funds for political activity by corporations.,Donna Edwards,2013-02-28,0,0,,https://www.congress.gov/bill/113th-congress/house-joint-resolution/25,,Rep.,113,0,0.0,20763-113-100,Proposing an amendment to the Constitution of the United States to clarify the authority of Congress and the States to regulate the expenditure of funds for political activity by corporations.,0.0,0,113,H.J.RES.25,[],[],,,E000290,,0,Government Operations and Politics,,https://www.govtrack.us/congress/bills/113/hjres25,Referred to the Subcommittee on the Constitution And Civil Justice.,hjres,Edwards,['HSJU10'],hjres25,0,0,,0,Donna,0.0,,1.0,hjres25-113,52,0.0,100.0,,Donna Edwards,https://api.propublica.org/congress/v1/113/bills/hjres25.json,0,House Judiciary Committee,0.0,0,D,0.0,,H.J.RES.25,113-HJRES-25,https://api.propublica.org/congress/v1/members/E000290.json,,53.0,1.0,,20763.0,hjres25,MD
0.0,hjres,0.0,MN,2013-02-14,,0,"Constitutional Amendment - Declares that: (1) the rights protected by the Constitution are the rights of natural persons only; (2) artificial entities (such as corporations, limited liability companies, and other entities established by the laws of any state, the United States, or any foreign state) shall have no rights under the Constitution and are subject to regulation by the people, through federal, state, or local law; and (3) the privileges of such artificial entities shall not be construed to be inherent or inalienable. Directs federal, state and local government to: (1) regulate, limit, or prohibit contributions and expenditures, including a candidate's own contributions and expenditures, for the purpose of influencing the election of any candidate for public office or any ballot measure; and (2) require that any permissible contributions and expenditures be publicly disclosed. Prohibits the judiciary from construing the spending of money to influence elections to be speech under the First Amendment. Prohibits this amendment from being construed to abridge the freedom of the press. ",2013-02-14,"-0,4",0,0,{'D': 3},"[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-02-28', 'description': 'Referred to the Subcommittee on the Constitution And Civil Justice.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-02-14', 'description': 'Referred to the House Committee on the Judiciary.'}]",False,Proposing an amendment to the Constitution of the United States providing that the rights extended by the Constitution are the rights of natural persons only.,,,['HSJU'],https://www.congress.gov/bill/113th-congress/house-joint-resolution/29,"Constitutional Amendment - Declares that: (1) the rights protected by the Constitution are the rights of natural persons only; (2) artificial entities (such as corporations, limited liability companies, and other entities established by the laws of any state, the United States, or any foreign state) shall have no rights under the Constitution and are subject to regulation by the people, through federal, state, or local law; and (3) the privileges of such artificial entities shall not be const...",29,0,14599.0,8.0,0,3,[],,Proposing an amendment to the Constitution of the United States providing that the rights extended by the Constitution are the rights of natural persons only.,Rick Nolan,2013-02-28,0,0,,https://www.congress.gov/bill/113th-congress/house-joint-resolution/29,,Rep.,113,0,0.0,14263-113-100,Proposing an amendment to the Constitution of the United States providing that the rights extended by the Constitution are the rights of natural persons only.,0.0,0,113,H.J.RES.29,[],[],,,N000127,,0,"Civil Rights and Liberties, Minority Issues",,https://www.govtrack.us/congress/bills/113/hjres29,Referred to the Subcommittee on the Constitution And Civil Justice.,hjres,Nolan,['HSJU10'],hjres29,0,0,,0,Richard,0.0,,1.0,hjres29-113,33,0.0,100.0,,Richard Nolan,https://api.propublica.org/congress/v1/113/bills/hjres29.json,0,House Judiciary Committee,0.0,0,D,0.0,,H.J.RES.29,113-HJRES-29,https://api.propublica.org/congress/v1/members/N000127.json,,3.0,1.0,,14263.0,hjres29,MN
0.0,hjres,0.0,CA,2013-02-14,,0,"Constitutional Amendment - Prohibits construction of the Constitution as forbidding Congress or the states from: (1) imposing reasonable content-neutral limitations on private campaign contributions or independent election expenditures; or (2) enacting systems of public campaign financing, including those designed to restrict the influence of private wealth by offsetting campaign spending or independent expenditures with increased public funding.",2013-02-14,"-0,323",0,0,{'D': 20},"[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-02-28', 'description': 'Referred to the Subcommittee on the Constitution And Civil Justice.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-02-14', 'description': 'Referred to the House Committee on the Judiciary.'}]",False,Proposing an amendment to the Constitution of the United States relating to the authority of Congress and the States to regulate contributions and expenditures in political campaigns and to enact public financing systems for such campaigns.,,,['HSJU'],https://www.congress.gov/bill/113th-congress/house-joint-resolution/31,"Constitutional Amendment - Prohibits construction of the Constitution as forbidding Congress or the states from: (1) imposing reasonable content-neutral limitations on private campaign contributions or independent election expenditures; or (2) enacting systems of public campaign financing, including those designed to restrict the influence of private wealth by offsetting campaign spending or independent expenditures with increased public funding.",31,0,5113.0,28.0,0,20,[],,Proposing an amendment to the Constitution of the United States relating to the authority of Congress and the States to regulate contributions and expenditures in political campaigns and to enact public financing systems for such campaigns.,Adam B. Schiff,2013-02-28,0,0,,https://www.congress.gov/bill/113th-congress/house-joint-resolution/31,,Rep.,113,0,0.0,20104-113-100,Proposing an amendment to the Constitution of the United States relating to the authority of Congress and the States to regulate contributions and expenditures in political campaigns and to enact public financing systems for such campaigns.,0.0,0,113,H.J.RES.31,[],[],,,S001150,,0,Government Operations and Politics,,https://www.govtrack.us/congress/bills/113/hjres31,Referred to the Subcommittee on the Constitution And Civil Justice.,hjres,Schiff,['HSJU10'],hjres31,0,0,,0,Adam,0.0,,1.0,hjres31-113,71,0.0,100.0,,Adam Schiff,https://api.propublica.org/congress/v1/113/bills/hjres31.json,0,House Judiciary Committee,0.0,0,D,0.0,,H.J.RES.31,113-HJRES-31,https://api.propublica.org/congress/v1/members/S001150.json,,20.0,1.0,,20104.0,hjres31,CA
0.0,hjres,0.0,OR,2013-02-26,,0,"Constitutional Amendment - Gives Congress the power to prohibit, limit, and otherwise regulate the contribution of funds or donation of in-kind equivalents: (1) to candidates standing for election to a federal office in the United States, and (2) prohibit, limit, and otherwise regulate the expenditure of funds or donation of in-kind equivalents used to support or purchase media advertisements intended to influence the outcome of any such election. Gives each of the several states the power to prohibit, limit, and otherwise regulate the contribution of funds or donation of in-kind equivalents: (1) to candidates standing for election to public office in the state, and (2) prohibit, limit, and otherwise regulate expenditure of funds or donation of in-kind equival;ents used to support or purchase media advertisements intended to influence the outcome of any such election or plebiscite in the state. Prohibits any person who is not a U.S. citizen or is a foreign government, or acts as an agent of one, from: (1) contributing funds or donating in-kind equivalents to candidates standing for election to public office in the United States, or (2) otherwise expending funds or donating in-kind equivalents in a manner intended to influence the outcome of an election for public office or plebiscite in the United States. States that the powers provided by this amendment are limited to the content neutral regulation of political contributions and political expenditures. ",2013-02-26,"-0,233",0,0,{},"[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-04-08', 'description': 'Referred to the Subcommittee on the Constitution And Civil Justice.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-02-26', 'description': 'Referred to the House Committee on the Judiciary.'}]",False,Proposing an amendment to the Constitution of the United States giving Congress power to regulate campaign contributions for Federal elections.,,,['HSJU'],https://www.congress.gov/bill/113th-congress/house-joint-resolution/32,"Constitutional Amendment - Gives Congress the power to prohibit, limit, and otherwise regulate the contribution of funds or donation of in-kind equivalents: (1) to candidates standing for election to a federal office in the United States, and (2) prohibit, limit, and otherwise regulate the expenditure of funds or donation of in-kind equivalents used to support or purchase media advertisements intended to influence the outcome of any such election. Gives each of the several states the power to...",32,0,2188.0,5.0,0,0,[],,Proposing an amendment to the Constitution of the United States giving Congress power to regulate campaign contributions for Federal elections.,Kurt Schrader,2013-04-08,0,0,,https://www.congress.gov/bill/113th-congress/house-joint-resolution/32,,Rep.,113,0,0.0,20944-113-100,Proposing an amendment to the Constitution of the United States giving Congress power to regulate campaign contributions for Federal elections.,0.0,0,113,H.J.RES.32,[],[],,,S001180,,0,Government Operations and Politics,,https://www.govtrack.us/congress/bills/113/hjres32,Referred to the Subcommittee on the Constitution And Civil Justice.,hjres,Schrader,['HSJU10'],hjres32,0,0,,0,Kurt,0.0,,1.0,hjres32-113,72,0.0,100.0,,Kurt Schrader,https://api.propublica.org/congress/v1/113/bills/hjres32.json,0,House Judiciary Committee,0.0,0,D,0.0,,H.J.RES.32,113-HJRES-32,https://api.propublica.org/congress/v1/members/S001180.json,,0.0,1.0,,20944.0,hjres32,OR
0.0,hjres,0.0,GA,2013-03-06,,0,Constitutional Amendment - Prohibits any law increasing the compensation for the services of the Senators and Representatives from taking effect until an election of Representatives has intervened. Repeals the twenty-seventh amendment to the Constitution. ,2013-03-06,"-0,086",0,0,{'D': 3},"[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-04-08', 'description': 'Referred to the Subcommittee on the Constitution And Civil Justice.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-03-06', 'description': 'Referred to the House Committee on the Judiciary.'}]",False,"Proposing an amendment to the Constitution of the United States to prohibit a law increasing the compensation for the services of the Senators and Representatives from taking effect until an election of Representatives has intervened, and to permit a law otherwise varying such compensation to take effect upon enactment.",,,['HSJU'],https://www.congress.gov/bill/113th-congress/house-joint-resolution/33,Constitutional Amendment - Prohibits any law increasing the compensation for the services of the Senators and Representatives from taking effect until an election of Representatives has intervened. Repeals the twenty-seventh amendment to the Constitution. ,33,0,3651.0,12.0,0,3,[],,"Proposing an amendment to the Constitution of the United States to prohibit a law increasing the compensation for the services of the Senators and Representatives from taking effect until an election of Representatives has intervened, and to permit a law",John Barrow,2013-04-08,0,0,,https://www.congress.gov/bill/113th-congress/house-joint-resolution/33,,Rep.,113,0,0.0,20507-113-100,"Proposing an amendment to the Constitution of the United States to prohibit a law increasing the compensation for the services of the Senators and Representatives from taking effect until an election of Representatives has intervened, and to permit a law otherwise varying such compensation to take effect upon enactment.",0.0,0,113,H.J.RES.33,[],[],,,B001252,,0,Congress,,https://www.govtrack.us/congress/bills/113/hjres33,Referred to the Subcommittee on the Constitution And Civil Justice.,hjres,Barrow,['HSJU10'],hjres33,0,0,,0,John,0.0,,1.0,hjres33-113,44,0.0,100.0,,John Barrow,https://api.propublica.org/congress/v1/113/bills/hjres33.json,0,House Judiciary Committee,0.0,0,D,0.0,,H.J.RES.33,113-HJRES-33,https://api.propublica.org/congress/v1/members/B001252.json,,3.0,1.0,,20507.0,hjres33,GA
0.0,hjres,0.0,FL,2013-03-12,,0,"Constitutional Amendment - Declares that, whereas the right to vote in public elections belongs only to natural persons as U.S. citizens, so shall the ability to make contributions and expenditures to influence the outcome of public elections belong only to natural persons.  Declares that nothing in this Constitution shall be construed to restrict the power of Congress and the states to protect the integrity and fairness of the electoral process, limit the corrupting influence of private wealth in public elections, and guarantee the dependence of elected officials on the people alone by taking certainactions. Includes among such actions: (1) the establishment of systems of public financing for elections; (2) the imposition of requirements to ensure the disclosure of contributions and expenditures made to influence the outcome of a public election by candidates, individuals, and associations of individuals; and (3) the imposition of content neutral limitations on all such contributions and expenditures. Declares that nothing in this Article shall be construed to alter freedom of the press. Grants Congress and the states power to enforce this Amendment through appropriate legislation.",2013-03-12,"-0,405",0,0,{'D': 75},"[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-04-08', 'description': 'Referred to the Subcommittee on the Constitution And Civil Justice.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-03-12', 'description': 'Referred to the House Committee on the Judiciary.'}]",False,"Proposing an amendment to the Constitution of the United States to restore the rights of the American people that were taken away by the Supreme Court's decision in the Citizens United case and related decisions, to protect the integrity of our elections, and to limit the corrosive influence of money in our democratic process.",,,['HSJU'],https://www.congress.gov/bill/113th-congress/house-joint-resolution/34,"Constitutional Amendment - Declares that, whereas the right to vote in public elections belongs only to natural persons as U.S. citizens, so shall the ability to make contributions and expenditures to influence the outcome of public elections belong only to natural persons.  Declares that nothing in this Constitution shall be construed to restrict the power of Congress and the states to protect the integrity and fairness of the electoral process, limit the corrupting influence of private weal...",34,0,1724.0,21.0,1,75,[],,"Proposing an amendment to the Constitution of the United States to restore the rights of the American people that were taken away by the Supreme Court's decision in the Citizens United case and related decisions, to protect the integrity of our elections,",Ted Deutch,2013-04-08,0,0,,https://www.congress.gov/bill/113th-congress/house-joint-resolution/34,,Rep.,113,0,0.0,20959-113-100,"Proposing an amendment to the Constitution of the United States to restore the rights of the American people that were taken away by the Supreme Court's decision in the Citizens United case and related decisions, to protect the integrity of our elections, and to limit the corrosive influence of money in our democratic process.",0.0,0,113,H.J.RES.34,[],[],,,D000610,,0,Government Operations and Politics,,https://www.govtrack.us/congress/bills/113/hjres34,Referred to the Subcommittee on the Constitution And Civil Justice.,hjres,Deutch,['HSJU10'],hjres34,0,0,,0,Theodore,0.0,,1.0,hjres34-113,43,0.0,100.0,,Theodore Deutch,https://api.propublica.org/congress/v1/113/bills/hjres34.json,0,House Judiciary Committee,0.0,0,D,0.0,,H.J.RES.34,113-HJRES-34,https://api.propublica.org/congress/v1/members/D000610.json,,75.0,1.0,,20959.0,hjres34,FL
0.0,hjres,0.0,WV,2013-04-26,,0,"Constitutional Amendment - Prohibits anything in the Constitution, including amendments, from being construed to prohibit voluntary prayer or require prayer in a public school, or to prohibit voluntary prayer or require prayer at a public school extracurricular activity.",2013-04-26,"-0,323",0,0,{},"[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-04-30', 'description': 'Referred to the Subcommittee on the Constitution and Civil Justice.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-04-26', 'description': 'Referred to the House Committee on the Judiciary.'}]",False,Proposing an amendment to the Constitution of the United States to clarify that the Constitution neither prohibits voluntary prayer nor requires prayer in schools.,,,['HSJU'],https://www.congress.gov/bill/113th-congress/house-joint-resolution/42,"Constitutional Amendment - Prohibits anything in the Constitution, including amendments, from being construed to prohibit voluntary prayer or require prayer in a public school, or to prohibit voluntary prayer or require prayer at a public school extracurricular activity.",42,0,13878.0,3.0,0,0,[],,Proposing an amendment to the Constitution of the United States to clarify that the Constitution neither prohibits voluntary prayer nor requires prayer in schools.,Nick J. Rahall II,2013-04-30,0,0,,https://www.congress.gov/bill/113th-congress/house-joint-resolution/42,,Rep.,113,0,0.0,14448-113-100,Proposing an amendment to the Constitution of the United States to clarify that the Constitution neither prohibits voluntary prayer nor requires prayer in schools.,0.0,0,113,H.J.RES.42,[],[],,,R000011,,0,"Arts, Culture, Religion",,https://www.govtrack.us/congress/bills/113/hjres42,Referred to the Subcommittee on the Constitution and Civil Justice.,hjres,Rahall,['HSJU10'],hjres42,0,0,,0,Nick,0.0,,1.0,hjres42-113,56,0.0,100.0,,Nick Rahall,https://api.propublica.org/congress/v1/113/bills/hjres42.json,0,House Judiciary Committee,1.0,0,D,0.0,,H.J.RES.42,113-HJRES-42,https://api.propublica.org/congress/v1/members/R000011.json,,0.0,1.0,,14448.0,hjres42,WV
0.0,hjres,0.0,NJ,2013-05-09,,0,"Eliminates the time limit for ratification of the equal rights amendment (prohibits discrimination on account of sex) proposed to the states in House Joint Resolution 208 of the 92nd Congress, as agreed to in the Senate on March 22, 1972. Declares that such amendment shall be part of the Constitution whenever ratified by the legislatures of three-fourths of the several states. ",2013-05-09,"-0,389",0,0,"{'D': 106, 'R': 1}","[{'id': 3, 'chamber': 'House', 'action_type': 'Floor', 'datetime': '2014-03-12', 'description': 'Ms. Speier asked unanimous consent that she be considered the first sponsor of H.J. Res. 43, removing the deadline for the ratification of the equal rights amendment, a bill originally introduced by Representative Robert Andrews of New Jersey, for the purposes of adding cosponsors and requesting re-printings pursuant to clause 7 of rule 12.'}, {'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-06-14', 'description': 'Referred to the Subcommittee on the Constitution and Civil Justice.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-05-09', 'description': 'Referred to the House Committee on the Judiciary.'}]",True,Removing the deadline for the ratification of the equal rights amendment.,,,['HSJU'],https://www.congress.gov/bill/113th-congress/house-joint-resolution/43,"Eliminates the time limit for ratification of the equal rights amendment (prohibits discrimination on account of sex) proposed to the states in House Joint Resolution 208 of the 92nd Congress, as agreed to in the Senate on March 22, 1972. Declares that such amendment shall be part of the Constitution whenever ratified by the legislatures of three-fourths of the several states. ",43,0,9496.0,1.0,0,106,[],,Removing the deadline for the ratification of the equal rights amendment.,Robert E. Andrews,2014-03-12,0,0,,https://www.congress.gov/bill/113th-congress/house-joint-resolution/43,,Rep.,113,0,0.0,29132-113-100,Removing the deadline for the ratification of the equal rights amendment.,0.0,1,113,H.J.RES.43,[],[],,,A000210,,0,"Civil Rights and Liberties, Minority Issues",,https://www.govtrack.us/congress/bills/113/hjres43,"Ms. Speier asked unanimous consent that she be considered the first sponsor of H.J. Res. 43, removing the deadline for the ratification of the equal rights amendment, a bill originally introduced by Representative Robert Andrews of New Jersey, for the purposes of adding cosponsors and requesting re-printings pursuant to clause 7 of rule 12.",hjres,Andrews,['HSJU10'],hjres43,0,0,,0,Robert,0.0,,1.0,hjres43-113,12,0.0,100.0,,Robert Andrews,https://api.propublica.org/congress/v1/113/bills/hjres43.json,0,House Judiciary Committee,0.0,0,D,0.0,,H.J.RES.43,113-HJRES-43,https://api.propublica.org/congress/v1/members/A000210.json,,106.0,1.0,,29132.0,hjres43,NJ
0.0,hjres,0.0,WI,2013-05-14,,0,Constitutional Amendment - Grants every U.S. citizen of legal voting age the fundamental right to vote in any public election held in the jurisdiction in which the citizen resides.,2013-05-14,"-0,4",0,0,{'D': 26},"[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-06-14', 'description': 'Referred to the Subcommittee on the Constitution and Civil Justice.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-05-14', 'description': 'Referred to the House Committee on the Judiciary.'}]",False,Proposing an amendment to the Constitution of the United States regarding the right to vote.,,,['HSJU'],https://www.congress.gov/bill/113th-congress/house-joint-resolution/44,Constitutional Amendment - Grants every U.S. citizen of legal voting age the fundamental right to vote in any public election held in the jurisdiction in which the citizen resides.,44,0,730.0,2.0,0,26,[],,Proposing an amendment to the Constitution of the United States regarding the right to vote.,Mark Pocan,2013-06-14,0,0,,https://www.congress.gov/bill/113th-congress/house-joint-resolution/44,,Rep.,113,0,0.0,21370-113-100,Proposing an amendment to the Constitution of the United States regarding the right to vote.,0.0,0,113,H.J.RES.44,[],[],,,P000607,,0,"Civil Rights and Liberties, Minority Issues",,https://www.govtrack.us/congress/bills/113/hjres44,Referred to the Subcommittee on the Constitution and Civil Justice.,hjres,Pocan,['HSJU10'],hjres44,0,0,,0,Mark,1.0,,1.0,hjres44-113,25,0.0,100.0,,Mark Pocan,https://api.propublica.org/congress/v1/113/bills/hjres44.json,0,House Judiciary Committee,0.0,0,D,0.0,,H.J.RES.44,113-HJRES-44,https://api.propublica.org/congress/v1/members/P000607.json,,26.0,1.0,,21370.0,hjres44,WI
0.0,hjres,0.0,NY,2013-05-17,,0,"Approves the renewal of certain import restrictions contained in the Burmese Freedom and Democracy Act of 2003. Deems this resolution a renewal resolution which shall take effect upon its enactment or July 26, 2013, whichever occurs first.",2013-05-17,"-0,412",0,0,"{'R': 2, 'D': 1}","[{'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-05-17', 'description': 'Referred to the House Committee on Ways and Means.'}]",False,"Approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003, and for other purposes.",,,['HSWM'],https://www.congress.gov/bill/113th-congress/house-joint-resolution/46,"Approves the renewal of certain import restrictions contained in the Burmese Freedom and Democracy Act of 2003. Deems this resolution a renewal resolution which shall take effect upon its enactment or July 26, 2013, whichever occurs first.",46,0,5841.0,14.0,1,3,[],,"Approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003, and for other purposes.",Joseph Crowley,2013-05-17,0,0,,https://www.congress.gov/bill/113th-congress/house-joint-resolution/46,,Rep.,113,0,0.0,29925-113-100,"Approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003, and for other purposes.",0.0,0,113,H.J.RES.46,[],[],,,C001038,,0,Foreign Trade and International Finance,,https://www.govtrack.us/congress/bills/113/hjres46,Referred to the House Committee on Ways and Means.,hjres,Crowley,[],hjres46,0,0,,0,Joseph,0.0,,1.0,hjres46-113,13,0.0,100.0,,Joseph Crowley,https://api.propublica.org/congress/v1/113/bills/hjres46.json,0,House Ways and Means Committee,0.0,0,D,0.0,,H.J.RES.46,113-HJRES-46,https://api.propublica.org/congress/v1/members/C001038.json,,3.0,1.0,,29925.0,hjres46,NY
0.0,hjres,0.0,NY,2013-08-01,,0,Constitutional Amendment - Declares that women shall have equal rights in the United States and every place subject to its jurisdiction.  Prohibits the United States or any state from denying or abridging equal rights under the law on account of sex.  ,2013-08-01,"-0,388",0,0,"{'D': 171, 'R': 5}","[{'id': 2, 'chamber': 'House', 'action_type': 'Committee', 'datetime': '2013-09-13', 'description': 'Referred to the Subcommittee on the Constitution and Civil Justice.'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-08-01', 'description': 'Referred to the House Committee on the Judiciary.'}]",False,Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.,,,['HSJU'],https://www.congress.gov/bill/113th-congress/house-joint-resolution/56,Constitutional Amendment - Declares that women shall have equal rights in the United States and every place subject to its jurisdiction.  Prohibits the United States or any state from denying or abridging equal rights under the law on account of sex.  ,56,1,8033.0,12.0,0,176,[],,Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.,Carolyn B. Maloney,2013-09-13,0,0,,https://www.congress.gov/bill/113th-congress/house-joint-resolution/56,,Rep.,113,0,0.0,29379-113-100,Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.,0.0,0,113,H.J.RES.56,[],[],,,M000087,,0,"Civil Rights and Liberties, Minority Issues",,https://www.govtrack.us/congress/bills/113/hjres56,Referred to the Subcommittee on the Constitution and Civil Justice.,hjres,Maloney,['HSJU10'],hjres56,0,0,,0,Carolyn,0.0,,1.0,hjres56-113,13,0.0,100.0,,Carolyn Maloney,https://api.propublica.org/congress/v1/113/bills/hjres56.json,0,House Judiciary Committee,0.0,0,D,0.0,,H.J.RES.56,113-HJRES-56,https://api.propublica.org/congress/v1/members/M000087.json,,176.0,1.0,,29379.0,hjres56,NY
0.0,hjres,0.0,OR,2013-09-11,,0, War Powers Amendments of 2013 - Rewrites the War Powers Resolution. Includes consultation procedures concerning participation of U.S. Armed Forces in certain military operations of the United Nations (U.N.). Provides additional conditions on the emergency use of the Armed Forces.,2013-09-11,"-0,543",0,0,{'R': 1},"[{'id': 2, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-09-11', 'description': 'Referred to House Rules'}, {'id': 1, 'chamber': 'House', 'action_type': 'IntroReferral', 'datetime': '2013-09-11', 'description': 'Referred to House Foreign Affairs'}]",False,To amend the War Powers Resolution.,,,"['HSRU', 'HSFA']",https://www.congress.gov/bill/113th-congress/house-joint-resolution/60, War Powers Amendments of 2013 - Rewrites the War Powers Resolution. Includes consultation procedures concerning participation of U.S. Armed Forces in certain military operations of the United Nations (U.N.). Provides additional conditions on the emergency use of the Armed Forces.,60,0,10224.0,4.0,0,1,[],,War Powers Amendments of 2013,Peter A. DeFazio,2013-09-11,0,0,,https://www.congress.gov/bill/113th-congress/house-joint-resolution/60,,Rep.,113,0,0.0,15410-113-100,To amend the War Powers Resolution.,1.0,0,113,H.J.RES.60,[],[],,,D000191,,0,International Affairs,,https://www.govtrack.us/congress/bills/113/hjres60,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Rules, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",hjres,DeFazio,[],hjres60,0,0,,0,Peter,0.0,,1.0,hjres60-113,72,0.0,100.0,,Peter DeFazio,https://api.propublica.org/congress/v1/113/bills/hjres60.json,0,House Rules Committee,1.0,0,D,0.0,,H.J.RES.60,113-HJRES-60,https://api.propublica.org/congress/v1/members/D000191.json,,1.0,2.0,,15410.0,hjres60,OR
